1,252,503,754,1005,1256,1507,1758,2009,2260,2511,2762,3013,3264,3515,3766,4017,4268,4519,4770,5021,5272,5523,5774,6025,6276,6527,6778,7029,7280,7531,7782,8033,8284,8535,8786,9037,9288,9539,9790,10041,10292,10543,10794,11045,11296,11547,11798,12049,12300,12551,12802,13053,13304,13555,13806,14057,14308,14559,14810,15061,15312,15563,15814,16065,16316,16567,16818,17069,17320,17571,17822,18073,18324,18575,18826,19077,19328,19579,19830,20081,20332,20583,20834,21085,21336,21587,21838,22089,22340,22591,22842,23093,23344,23595,23846,24097,24348,24599,24850,25101,25352,25603,25854,26105,26356,26607,26858,27109,27360,27611,27862,28113,28364,28615,28866,29117,29368,29619,29870,30121,30372,30623,30874,31125,31376,31627,31878,32129,32380,32631,32882,33133,33384,33635,33886,34137,34388,34639,34890,35141,35392,35643,35894,36145,36396,36647,36898,37149,37400,37651,37902,38153,38404,38655,38906,39157,39408,39659,39910,40161,40412,40663,40914,41165,41416,41667,41918,42169,42420,42671,42922,43173,43424,43675,43926,44177,44428,44679,44930,45181,45432,45683,45934,46185,46436,46687,46938,47189,47440,47691,47942,48193,48444,48695,48946,49197,49448,49699,49950,50201,50452,50703,50954,51205,51456,51707,51958,52209,52460,52711,52962,53213,53464,53715,53966,54217,54468,54719,54970,55221,55472,55723,55974,56225,56476,56727,56978,57229,57480,57731,57982,58233,58484,58735,58986,59237,59488,59739,59990,60241,60492,60743,60994,61245,61496,61747,61998,62249,62500,62751
145,396,647,898,1149,1400,1651,1902,2153,2404,2655,2906,3157,3408,3659,3910,4161,4412,4663,4914,5165,5416,5667,5918,6169,6420,6671,6922,7173,7424,7675,7926,8177,8428,8679,8930,9181,9432,9683,9934,10185,10436,10687,10938,11189,11440,11691,11942,12193,12444,12695,12946,13197,13448,13699,13950,14201,14452,14703,14954,15205,15456,15707,15958,16209,16460,16711,16962,17213,17464,17715,17966,18217,18468,18719,18970,19221,19472,19723,19974,20225,20476,20727,20978,21229,21480,21731,21982,22233,22484,22735,22986,23237,23488,23739,23990,24241,24492,24743,24994,25245,25496,25747,25998,26249,26500,26751,27002,27253,27504,27755,28006,28257,28508,28759,29010,29261,29512,29763,30014,30265,30516,30767,31018,31269,31520,31771,32022,32273,32524,32775,33026,33277,33528,33779,34030,34281,34532,34783,35034,35285,35536,35787,36038,36289,36540,36791,37042,37293,37544,37795,38046,38297,38548,38799,39050,39301,39552,39803,40054,40305,40556,40807,41058,41309,41560,41811,42062,42313,42564,42815,43066,43317,43568,43819,44070,44321,44572,44823,45074,45325,45576,45827,46078,46329,46580,46831,47082,47333,47584,47835,48086,48337,48588,48839,49090,49341,49592,49843,50094,50345,50596,50847,51098,51349,51600,51851,52102,52353,52604,52855,53106,53357,53608,53859,54110,54361,54612,54863,55114,55365,55616,55867,56118,56369,56620,56871,57122,57373,57624,57875,58126,58377,58628,58879,59130,59381,59632,59883,60134,60385,60636,60887,61138,61389,61640,61891,62142,62393,62644,62895
146,397,648,899,1150,1401,1652,1903,2154,2405,2656,2907,3158,3409,3660,3911,4162,4413,4664,4915,5166,5417,5668,5919,6170,6421,6672,6923,7174,7425,7676,7927,8178,8429,8680,8931,9182,9433,9684,9935,10186,10437,10688,10939,11190,11441,11692,11943,12194,12445,12696,12947,13198,13449,13700,13951,14202,14453,14704,14955,15206,15457,15708,15959,16210,16461,16712,16963,17214,17465,17716,17967,18218,18469,18720,18971,19222,19473,19724,19975,20226,20477,20728,20979,21230,21481,21732,21983,22234,22485,22736,22987,23238,23489,23740,23991,24242,24493,24744,24995,25246,25497,25748,25999,26250,26501,26752,27003,27254,27505,27756,28007,28258,28509,28760,29011,29262,29513,29764,30015,30266,30517,30768,31019,31270,31521,31772,32023,32274,32525,32776,33027,33278,33529,33780,34031,34282,34533,34784,35035,35286,35537,35788,36039,36290,36541,36792,37043,37294,37545,37796,38047,38298,38549,38800,39051,39302,39553,39804,40055,40306,40557,40808,41059,41310,41561,41812,42063,42314,42565,42816,43067,43318,43569,43820,44071,44322,44573,44824,45075,45326,45577,45828,46079,46330,46581,46832,47083,47334,47585,47836,48087,48338,48589,48840,49091,49342,49593,49844,50095,50346,50597,50848,51099,51350,51601,51852,52103,52354,52605,52856,53107,53358,53609,53860,54111,54362,54613,54864,55115,55366,55617,55868,56119,56370,56621,56872,57123,57374,57625,57876,58127,58378,58629,58880,59131,59382,59633,59884,60135,60386,60637,60888,61139,61390,61641,61892,62143,62394,62645,62896
147,398,649,900,1151,1402,1653,1904,2155,2406,2657,2908,3159,3410,3661,3912,4163,4414,4665,4916,5167,5418,5669,5920,6171,6422,6673,6924,7175,7426,7677,7928,8179,8430,8681,8932,9183,9434,9685,9936,10187,10438,10689,10940,11191,11442,11693,11944,12195,12446,12697,12948,13199,13450,13701,13952,14203,14454,14705,14956,15207,15458,15709,15960,16211,16462,16713,16964,17215,17466,17717,17968,18219,18470,18721,18972,19223,19474,19725,19976,20227,20478,20729,20980,21231,21482,21733,21984,22235,22486,22737,22988,23239,23490,23741,23992,24243,24494,24745,24996,25247,25498,25749,26000,26251,26502,26753,27004,27255,27506,27757,28008,28259,28510,28761,29012,29263,29514,29765,30016,30267,30518,30769,31020,31271,31522,31773,32024,32275,32526,32777,33028,33279,33530,33781,34032,34283,34534,34785,35036,35287,35538,35789,36040,36291,36542,36793,37044,37295,37546,37797,38048,38299,38550,38801,39052,39303,39554,39805,40056,40307,40558,40809,41060,41311,41562,41813,42064,42315,42566,42817,43068,43319,43570,43821,44072,44323,44574,44825,45076,45327,45578,45829,46080,46331,46582,46833,47084,47335,47586,47837,48088,48339,48590,48841,49092,49343,49594,49845,50096,50347,50598,50849,51100,51351,51602,51853,52104,52355,52606,52857,53108,53359,53610,53861,54112,54363,54614,54865,55116,55367,55618,55869,56120,56371,56622,56873,57124,57375,57626,57877,58128,58379,58630,58881,59132,59383,59634,59885,60136,60387,60638,60889,61140,61391,61642,61893,62144,62395,62646,62897
148,399,650,901,1152,1403,1654,1905,2156,2407,2658,2909,3160,3411,3662,3913,4164,4415,4666,4917,5168,5419,5670,5921,6172,6423,6674,6925,7176,7427,7678,7929,8180,8431,8682,8933,9184,9435,9686,9937,10188,10439,10690,10941,11192,11443,11694,11945,12196,12447,12698,12949,13200,13451,13702,13953,14204,14455,14706,14957,15208,15459,15710,15961,16212,16463,16714,16965,17216,17467,17718,17969,18220,18471,18722,18973,19224,19475,19726,19977,20228,20479,20730,20981,21232,21483,21734,21985,22236,22487,22738,22989,23240,23491,23742,23993,24244,24495,24746,24997,25248,25499,25750,26001,26252,26503,26754,27005,27256,27507,27758,28009,28260,28511,28762,29013,29264,29515,29766,30017,30268,30519,30770,31021,31272,31523,31774,32025,32276,32527,32778,33029,33280,33531,33782,34033,34284,34535,34786,35037,35288,35539,35790,36041,36292,36543,36794,37045,37296,37547,37798,38049,38300,38551,38802,39053,39304,39555,39806,40057,40308,40559,40810,41061,41312,41563,41814,42065,42316,42567,42818,43069,43320,43571,43822,44073,44324,44575,44826,45077,45328,45579,45830,46081,46332,46583,46834,47085,47336,47587,47838,48089,48340,48591,48842,49093,49344,49595,49846,50097,50348,50599,50850,51101,51352,51603,51854,52105,52356,52607,52858,53109,53360,53611,53862,54113,54364,54615,54866,55117,55368,55619,55870,56121,56372,56623,56874,57125,57376,57627,57878,58129,58380,58631,58882,59133,59384,59635,59886,60137,60388,60639,60890,61141,61392,61643,61894,62145,62396,62647,62898
149,400,651,902,1153,1404,1655,1906,2157,2408,2659,2910,3161,3412,3663,3914,4165,4416,4667,4918,5169,5420,5671,5922,6173,6424,6675,6926,7177,7428,7679,7930,8181,8432,8683,8934,9185,9436,9687,9938,10189,10440,10691,10942,11193,11444,11695,11946,12197,12448,12699,12950,13201,13452,13703,13954,14205,14456,14707,14958,15209,15460,15711,15962,16213,16464,16715,16966,17217,17468,17719,17970,18221,18472,18723,18974,19225,19476,19727,19978,20229,20480,20731,20982,21233,21484,21735,21986,22237,22488,22739,22990,23241,23492,23743,23994,24245,24496,24747,24998,25249,25500,25751,26002,26253,26504,26755,27006,27257,27508,27759,28010,28261,28512,28763,29014,29265,29516,29767,30018,30269,30520,30771,31022,31273,31524,31775,32026,32277,32528,32779,33030,33281,33532,33783,34034,34285,34536,34787,35038,35289,35540,35791,36042,36293,36544,36795,37046,37297,37548,37799,38050,38301,38552,38803,39054,39305,39556,39807,40058,40309,40560,40811,41062,41313,41564,41815,42066,42317,42568,42819,43070,43321,43572,43823,44074,44325,44576,44827,45078,45329,45580,45831,46082,46333,46584,46835,47086,47337,47588,47839,48090,48341,48592,48843,49094,49345,49596,49847,50098,50349,50600,50851,51102,51353,51604,51855,52106,52357,52608,52859,53110,53361,53612,53863,54114,54365,54616,54867,55118,55369,55620,55871,56122,56373,56624,56875,57126,57377,57628,57879,58130,58381,58632,58883,59134,59385,59636,59887,60138,60389,60640,60891,61142,61393,61644,61895,62146,62397,62648,62899
150,401,652,903,1154,1405,1656,1907,2158,2409,2660,2911,3162,3413,3664,3915,4166,4417,4668,4919,5170,5421,5672,5923,6174,6425,6676,6927,7178,7429,7680,7931,8182,8433,8684,8935,9186,9437,9688,9939,10190,10441,10692,10943,11194,11445,11696,11947,12198,12449,12700,12951,13202,13453,13704,13955,14206,14457,14708,14959,15210,15461,15712,15963,16214,16465,16716,16967,17218,17469,17720,17971,18222,18473,18724,18975,19226,19477,19728,19979,20230,20481,20732,20983,21234,21485,21736,21987,22238,22489,22740,22991,23242,23493,23744,23995,24246,24497,24748,24999,25250,25501,25752,26003,26254,26505,26756,27007,27258,27509,27760,28011,28262,28513,28764,29015,29266,29517,29768,30019,30270,30521,30772,31023,31274,31525,31776,32027,32278,32529,32780,33031,33282,33533,33784,34035,34286,34537,34788,35039,35290,35541,35792,36043,36294,36545,36796,37047,37298,37549,37800,38051,38302,38553,38804,39055,39306,39557,39808,40059,40310,40561,40812,41063,41314,41565,41816,42067,42318,42569,42820,43071,43322,43573,43824,44075,44326,44577,44828,45079,45330,45581,45832,46083,46334,46585,46836,47087,47338,47589,47840,48091,48342,48593,48844,49095,49346,49597,49848,50099,50350,50601,50852,51103,51354,51605,51856,52107,52358,52609,52860,53111,53362,53613,53864,54115,54366,54617,54868,55119,55370,55621,55872,56123,56374,56625,56876,57127,57378,57629,57880,58131,58382,58633,58884,59135,59386,59637,59888,60139,60390,60641,60892,61143,61394,61645,61896,62147,62398,62649,62900
151,402,653,904,1155,1406,1657,1908,2159,2410,2661,2912,3163,3414,3665,3916,4167,4418,4669,4920,5171,5422,5673,5924,6175,6426,6677,6928,7179,7430,7681,7932,8183,8434,8685,8936,9187,9438,9689,9940,10191,10442,10693,10944,11195,11446,11697,11948,12199,12450,12701,12952,13203,13454,13705,13956,14207,14458,14709,14960,15211,15462,15713,15964,16215,16466,16717,16968,17219,17470,17721,17972,18223,18474,18725,18976,19227,19478,19729,19980,20231,20482,20733,20984,21235,21486,21737,21988,22239,22490,22741,22992,23243,23494,23745,23996,24247,24498,24749,25000,25251,25502,25753,26004,26255,26506,26757,27008,27259,27510,27761,28012,28263,28514,28765,29016,29267,29518,29769,30020,30271,30522,30773,31024,31275,31526,31777,32028,32279,32530,32781,33032,33283,33534,33785,34036,34287,34538,34789,35040,35291,35542,35793,36044,36295,36546,36797,37048,37299,37550,37801,38052,38303,38554,38805,39056,39307,39558,39809,40060,40311,40562,40813,41064,41315,41566,41817,42068,42319,42570,42821,43072,43323,43574,43825,44076,44327,44578,44829,45080,45331,45582,45833,46084,46335,46586,46837,47088,47339,47590,47841,48092,48343,48594,48845,49096,49347,49598,49849,50100,50351,50602,50853,51104,51355,51606,51857,52108,52359,52610,52861,53112,53363,53614,53865,54116,54367,54618,54869,55120,55371,55622,55873,56124,56375,56626,56877,57128,57379,57630,57881,58132,58383,58634,58885,59136,59387,59638,59889,60140,60391,60642,60893,61144,61395,61646,61897,62148,62399,62650,62901
152,403,654,905,1156,1407,1658,1909,2160,2411,2662,2913,3164,3415,3666,3917,4168,4419,4670,4921,5172,5423,5674,5925,6176,6427,6678,6929,7180,7431,7682,7933,8184,8435,8686,8937,9188,9439,9690,9941,10192,10443,10694,10945,11196,11447,11698,11949,12200,12451,12702,12953,13204,13455,13706,13957,14208,14459,14710,14961,15212,15463,15714,15965,16216,16467,16718,16969,17220,17471,17722,17973,18224,18475,18726,18977,19228,19479,19730,19981,20232,20483,20734,20985,21236,21487,21738,21989,22240,22491,22742,22993,23244,23495,23746,23997,24248,24499,24750,25001,25252,25503,25754,26005,26256,26507,26758,27009,27260,27511,27762,28013,28264,28515,28766,29017,29268,29519,29770,30021,30272,30523,30774,31025,31276,31527,31778,32029,32280,32531,32782,33033,33284,33535,33786,34037,34288,34539,34790,35041,35292,35543,35794,36045,36296,36547,36798,37049,37300,37551,37802,38053,38304,38555,38806,39057,39308,39559,39810,40061,40312,40563,40814,41065,41316,41567,41818,42069,42320,42571,42822,43073,43324,43575,43826,44077,44328,44579,44830,45081,45332,45583,45834,46085,46336,46587,46838,47089,47340,47591,47842,48093,48344,48595,48846,49097,49348,49599,49850,50101,50352,50603,50854,51105,51356,51607,51858,52109,52360,52611,52862,53113,53364,53615,53866,54117,54368,54619,54870,55121,55372,55623,55874,56125,56376,56627,56878,57129,57380,57631,57882,58133,58384,58635,58886,59137,59388,59639,59890,60141,60392,60643,60894,61145,61396,61647,61898,62149,62400,62651,62902
153,404,655,906,1157,1408,1659,1910,2161,2412,2663,2914,3165,3416,3667,3918,4169,4420,4671,4922,5173,5424,5675,5926,6177,6428,6679,6930,7181,7432,7683,7934,8185,8436,8687,8938,9189,9440,9691,9942,10193,10444,10695,10946,11197,11448,11699,11950,12201,12452,12703,12954,13205,13456,13707,13958,14209,14460,14711,14962,15213,15464,15715,15966,16217,16468,16719,16970,17221,17472,17723,17974,18225,18476,18727,18978,19229,19480,19731,19982,20233,20484,20735,20986,21237,21488,21739,21990,22241,22492,22743,22994,23245,23496,23747,23998,24249,24500,24751,25002,25253,25504,25755,26006,26257,26508,26759,27010,27261,27512,27763,28014,28265,28516,28767,29018,29269,29520,29771,30022,30273,30524,30775,31026,31277,31528,31779,32030,32281,32532,32783,33034,33285,33536,33787,34038,34289,34540,34791,35042,35293,35544,35795,36046,36297,36548,36799,37050,37301,37552,37803,38054,38305,38556,38807,39058,39309,39560,39811,40062,40313,40564,40815,41066,41317,41568,41819,42070,42321,42572,42823,43074,43325,43576,43827,44078,44329,44580,44831,45082,45333,45584,45835,46086,46337,46588,46839,47090,47341,47592,47843,48094,48345,48596,48847,49098,49349,49600,49851,50102,50353,50604,50855,51106,51357,51608,51859,52110,52361,52612,52863,53114,53365,53616,53867,54118,54369,54620,54871,55122,55373,55624,55875,56126,56377,56628,56879,57130,57381,57632,57883,58134,58385,58636,58887,59138,59389,59640,59891,60142,60393,60644,60895,61146,61397,61648,61899,62150,62401,62652,62903
154,405,656,907,1158,1409,1660,1911,2162,2413,2664,2915,3166,3417,3668,3919,4170,4421,4672,4923,5174,5425,5676,5927,6178,6429,6680,6931,7182,7433,7684,7935,8186,8437,8688,8939,9190,9441,9692,9943,10194,10445,10696,10947,11198,11449,11700,11951,12202,12453,12704,12955,13206,13457,13708,13959,14210,14461,14712,14963,15214,15465,15716,15967,16218,16469,16720,16971,17222,17473,17724,17975,18226,18477,18728,18979,19230,19481,19732,19983,20234,20485,20736,20987,21238,21489,21740,21991,22242,22493,22744,22995,23246,23497,23748,23999,24250,24501,24752,25003,25254,25505,25756,26007,26258,26509,26760,27011,27262,27513,27764,28015,28266,28517,28768,29019,29270,29521,29772,30023,30274,30525,30776,31027,31278,31529,31780,32031,32282,32533,32784,33035,33286,33537,33788,34039,34290,34541,34792,35043,35294,35545,35796,36047,36298,36549,36800,37051,37302,37553,37804,38055,38306,38557,38808,39059,39310,39561,39812,40063,40314,40565,40816,41067,41318,41569,41820,42071,42322,42573,42824,43075,43326,43577,43828,44079,44330,44581,44832,45083,45334,45585,45836,46087,46338,46589,46840,47091,47342,47593,47844,48095,48346,48597,48848,49099,49350,49601,49852,50103,50354,50605,50856,51107,51358,51609,51860,52111,52362,52613,52864,53115,53366,53617,53868,54119,54370,54621,54872,55123,55374,55625,55876,56127,56378,56629,56880,57131,57382,57633,57884,58135,58386,58637,58888,59139,59390,59641,59892,60143,60394,60645,60896,61147,61398,61649,61900,62151,62402,62653,62904
155,406,657,908,1159,1410,1661,1912,2163,2414,2665,2916,3167,3418,3669,3920,4171,4422,4673,4924,5175,5426,5677,5928,6179,6430,6681,6932,7183,7434,7685,7936,8187,8438,8689,8940,9191,9442,9693,9944,10195,10446,10697,10948,11199,11450,11701,11952,12203,12454,12705,12956,13207,13458,13709,13960,14211,14462,14713,14964,15215,15466,15717,15968,16219,16470,16721,16972,17223,17474,17725,17976,18227,18478,18729,18980,19231,19482,19733,19984,20235,20486,20737,20988,21239,21490,21741,21992,22243,22494,22745,22996,23247,23498,23749,24000,24251,24502,24753,25004,25255,25506,25757,26008,26259,26510,26761,27012,27263,27514,27765,28016,28267,28518,28769,29020,29271,29522,29773,30024,30275,30526,30777,31028,31279,31530,31781,32032,32283,32534,32785,33036,33287,33538,33789,34040,34291,34542,34793,35044,35295,35546,35797,36048,36299,36550,36801,37052,37303,37554,37805,38056,38307,38558,38809,39060,39311,39562,39813,40064,40315,40566,40817,41068,41319,41570,41821,42072,42323,42574,42825,43076,43327,43578,43829,44080,44331,44582,44833,45084,45335,45586,45837,46088,46339,46590,46841,47092,47343,47594,47845,48096,48347,48598,48849,49100,49351,49602,49853,50104,50355,50606,50857,51108,51359,51610,51861,52112,52363,52614,52865,53116,53367,53618,53869,54120,54371,54622,54873,55124,55375,55626,55877,56128,56379,56630,56881,57132,57383,57634,57885,58136,58387,58638,58889,59140,59391,59642,59893,60144,60395,60646,60897,61148,61399,61650,61901,62152,62403,62654,62905
156,407,658,909,1160,1411,1662,1913,2164,2415,2666,2917,3168,3419,3670,3921,4172,4423,4674,4925,5176,5427,5678,5929,6180,6431,6682,6933,7184,7435,7686,7937,8188,8439,8690,8941,9192,9443,9694,9945,10196,10447,10698,10949,11200,11451,11702,11953,12204,12455,12706,12957,13208,13459,13710,13961,14212,14463,14714,14965,15216,15467,15718,15969,16220,16471,16722,16973,17224,17475,17726,17977,18228,18479,18730,18981,19232,19483,19734,19985,20236,20487,20738,20989,21240,21491,21742,21993,22244,22495,22746,22997,23248,23499,23750,24001,24252,24503,24754,25005,25256,25507,25758,26009,26260,26511,26762,27013,27264,27515,27766,28017,28268,28519,28770,29021,29272,29523,29774,30025,30276,30527,30778,31029,31280,31531,31782,32033,32284,32535,32786,33037,33288,33539,33790,34041,34292,34543,34794,35045,35296,35547,35798,36049,36300,36551,36802,37053,37304,37555,37806,38057,38308,38559,38810,39061,39312,39563,39814,40065,40316,40567,40818,41069,41320,41571,41822,42073,42324,42575,42826,43077,43328,43579,43830,44081,44332,44583,44834,45085,45336,45587,45838,46089,46340,46591,46842,47093,47344,47595,47846,48097,48348,48599,48850,49101,49352,49603,49854,50105,50356,50607,50858,51109,51360,51611,51862,52113,52364,52615,52866,53117,53368,53619,53870,54121,54372,54623,54874,55125,55376,55627,55878,56129,56380,56631,56882,57133,57384,57635,57886,58137,58388,58639,58890,59141,59392,59643,59894,60145,60396,60647,60898,61149,61400,61651,61902,62153,62404,62655,62906
157,408,659,910,1161,1412,1663,1914,2165,2416,2667,2918,3169,3420,3671,3922,4173,4424,4675,4926,5177,5428,5679,5930,6181,6432,6683,6934,7185,7436,7687,7938,8189,8440,8691,8942,9193,9444,9695,9946,10197,10448,10699,10950,11201,11452,11703,11954,12205,12456,12707,12958,13209,13460,13711,13962,14213,14464,14715,14966,15217,15468,15719,15970,16221,16472,16723,16974,17225,17476,17727,17978,18229,18480,18731,18982,19233,19484,19735,19986,20237,20488,20739,20990,21241,21492,21743,21994,22245,22496,22747,22998,23249,23500,23751,24002,24253,24504,24755,25006,25257,25508,25759,26010,26261,26512,26763,27014,27265,27516,27767,28018,28269,28520,28771,29022,29273,29524,29775,30026,30277,30528,30779,31030,31281,31532,31783,32034,32285,32536,32787,33038,33289,33540,33791,34042,34293,34544,34795,35046,35297,35548,35799,36050,36301,36552,36803,37054,37305,37556,37807,38058,38309,38560,38811,39062,39313,39564,39815,40066,40317,40568,40819,41070,41321,41572,41823,42074,42325,42576,42827,43078,43329,43580,43831,44082,44333,44584,44835,45086,45337,45588,45839,46090,46341,46592,46843,47094,47345,47596,47847,48098,48349,48600,48851,49102,49353,49604,49855,50106,50357,50608,50859,51110,51361,51612,51863,52114,52365,52616,52867,53118,53369,53620,53871,54122,54373,54624,54875,55126,55377,55628,55879,56130,56381,56632,56883,57134,57385,57636,57887,58138,58389,58640,58891,59142,59393,59644,59895,60146,60397,60648,60899,61150,61401,61652,61903,62154,62405,62656,62907
158,409,660,911,1162,1413,1664,1915,2166,2417,2668,2919,3170,3421,3672,3923,4174,4425,4676,4927,5178,5429,5680,5931,6182,6433,6684,6935,7186,7437,7688,7939,8190,8441,8692,8943,9194,9445,9696,9947,10198,10449,10700,10951,11202,11453,11704,11955,12206,12457,12708,12959,13210,13461,13712,13963,14214,14465,14716,14967,15218,15469,15720,15971,16222,16473,16724,16975,17226,17477,17728,17979,18230,18481,18732,18983,19234,19485,19736,19987,20238,20489,20740,20991,21242,21493,21744,21995,22246,22497,22748,22999,23250,23501,23752,24003,24254,24505,24756,25007,25258,25509,25760,26011,26262,26513,26764,27015,27266,27517,27768,28019,28270,28521,28772,29023,29274,29525,29776,30027,30278,30529,30780,31031,31282,31533,31784,32035,32286,32537,32788,33039,33290,33541,33792,34043,34294,34545,34796,35047,35298,35549,35800,36051,36302,36553,36804,37055,37306,37557,37808,38059,38310,38561,38812,39063,39314,39565,39816,40067,40318,40569,40820,41071,41322,41573,41824,42075,42326,42577,42828,43079,43330,43581,43832,44083,44334,44585,44836,45087,45338,45589,45840,46091,46342,46593,46844,47095,47346,47597,47848,48099,48350,48601,48852,49103,49354,49605,49856,50107,50358,50609,50860,51111,51362,51613,51864,52115,52366,52617,52868,53119,53370,53621,53872,54123,54374,54625,54876,55127,55378,55629,55880,56131,56382,56633,56884,57135,57386,57637,57888,58139,58390,58641,58892,59143,59394,59645,59896,60147,60398,60649,60900,61151,61402,61653,61904,62155,62406,62657,62908
159,410,661,912,1163,1414,1665,1916,2167,2418,2669,2920,3171,3422,3673,3924,4175,4426,4677,4928,5179,5430,5681,5932,6183,6434,6685,6936,7187,7438,7689,7940,8191,8442,8693,8944,9195,9446,9697,9948,10199,10450,10701,10952,11203,11454,11705,11956,12207,12458,12709,12960,13211,13462,13713,13964,14215,14466,14717,14968,15219,15470,15721,15972,16223,16474,16725,16976,17227,17478,17729,17980,18231,18482,18733,18984,19235,19486,19737,19988,20239,20490,20741,20992,21243,21494,21745,21996,22247,22498,22749,23000,23251,23502,23753,24004,24255,24506,24757,25008,25259,25510,25761,26012,26263,26514,26765,27016,27267,27518,27769,28020,28271,28522,28773,29024,29275,29526,29777,30028,30279,30530,30781,31032,31283,31534,31785,32036,32287,32538,32789,33040,33291,33542,33793,34044,34295,34546,34797,35048,35299,35550,35801,36052,36303,36554,36805,37056,37307,37558,37809,38060,38311,38562,38813,39064,39315,39566,39817,40068,40319,40570,40821,41072,41323,41574,41825,42076,42327,42578,42829,43080,43331,43582,43833,44084,44335,44586,44837,45088,45339,45590,45841,46092,46343,46594,46845,47096,47347,47598,47849,48100,48351,48602,48853,49104,49355,49606,49857,50108,50359,50610,50861,51112,51363,51614,51865,52116,52367,52618,52869,53120,53371,53622,53873,54124,54375,54626,54877,55128,55379,55630,55881,56132,56383,56634,56885,57136,57387,57638,57889,58140,58391,58642,58893,59144,59395,59646,59897,60148,60399,60650,60901,61152,61403,61654,61905,62156,62407,62658,62909
160,411,662,913,1164,1415,1666,1917,2168,2419,2670,2921,3172,3423,3674,3925,4176,4427,4678,4929,5180,5431,5682,5933,6184,6435,6686,6937,7188,7439,7690,7941,8192,8443,8694,8945,9196,9447,9698,9949,10200,10451,10702,10953,11204,11455,11706,11957,12208,12459,12710,12961,13212,13463,13714,13965,14216,14467,14718,14969,15220,15471,15722,15973,16224,16475,16726,16977,17228,17479,17730,17981,18232,18483,18734,18985,19236,19487,19738,19989,20240,20491,20742,20993,21244,21495,21746,21997,22248,22499,22750,23001,23252,23503,23754,24005,24256,24507,24758,25009,25260,25511,25762,26013,26264,26515,26766,27017,27268,27519,27770,28021,28272,28523,28774,29025,29276,29527,29778,30029,30280,30531,30782,31033,31284,31535,31786,32037,32288,32539,32790,33041,33292,33543,33794,34045,34296,34547,34798,35049,35300,35551,35802,36053,36304,36555,36806,37057,37308,37559,37810,38061,38312,38563,38814,39065,39316,39567,39818,40069,40320,40571,40822,41073,41324,41575,41826,42077,42328,42579,42830,43081,43332,43583,43834,44085,44336,44587,44838,45089,45340,45591,45842,46093,46344,46595,46846,47097,47348,47599,47850,48101,48352,48603,48854,49105,49356,49607,49858,50109,50360,50611,50862,51113,51364,51615,51866,52117,52368,52619,52870,53121,53372,53623,53874,54125,54376,54627,54878,55129,55380,55631,55882,56133,56384,56635,56886,57137,57388,57639,57890,58141,58392,58643,58894,59145,59396,59647,59898,60149,60400,60651,60902,61153,61404,61655,61906,62157,62408,62659,62910
161,412,663,914,1165,1416,1667,1918,2169,2420,2671,2922,3173,3424,3675,3926,4177,4428,4679,4930,5181,5432,5683,5934,6185,6436,6687,6938,7189,7440,7691,7942,8193,8444,8695,8946,9197,9448,9699,9950,10201,10452,10703,10954,11205,11456,11707,11958,12209,12460,12711,12962,13213,13464,13715,13966,14217,14468,14719,14970,15221,15472,15723,15974,16225,16476,16727,16978,17229,17480,17731,17982,18233,18484,18735,18986,19237,19488,19739,19990,20241,20492,20743,20994,21245,21496,21747,21998,22249,22500,22751,23002,23253,23504,23755,24006,24257,24508,24759,25010,25261,25512,25763,26014,26265,26516,26767,27018,27269,27520,27771,28022,28273,28524,28775,29026,29277,29528,29779,30030,30281,30532,30783,31034,31285,31536,31787,32038,32289,32540,32791,33042,33293,33544,33795,34046,34297,34548,34799,35050,35301,35552,35803,36054,36305,36556,36807,37058,37309,37560,37811,38062,38313,38564,38815,39066,39317,39568,39819,40070,40321,40572,40823,41074,41325,41576,41827,42078,42329,42580,42831,43082,43333,43584,43835,44086,44337,44588,44839,45090,45341,45592,45843,46094,46345,46596,46847,47098,47349,47600,47851,48102,48353,48604,48855,49106,49357,49608,49859,50110,50361,50612,50863,51114,51365,51616,51867,52118,52369,52620,52871,53122,53373,53624,53875,54126,54377,54628,54879,55130,55381,55632,55883,56134,56385,56636,56887,57138,57389,57640,57891,58142,58393,58644,58895,59146,59397,59648,59899,60150,60401,60652,60903,61154,61405,61656,61907,62158,62409,62660,62911
